nom,genre,composantes,je_l_ai,je_l_avais,je_le_veux,j_adore,j_aime,bon,aime_pas,deteste,hiver,printemps,ete,autone,jour,nuit,women,men
Impression Cedarwood Heart Ostens for women and men,for women and men, - green - woody - aromatic - warm spicy - ozonic - aquatic - iris - powdery - patchouli - balsamic, 38.3333%, 5%, 56.6667%, 100%, 87.5%, 37.5%, 0%, 0%,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Oxbow Essence de Surf Man Oxbow for men,for men, - aromatic - woody - coca-cola - cannabis - earthy - citrus - green - warm spicy - mossy - herbal, 9.30233%, 6.97674%, 83.7209%, 100%, 57.1429%, 0%, 42.8571%, 14.2857%,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
Onda d'Oro Plume Impression for women and men,for women and men, - leather - amber - animalic - powdery - vanilla - musky - smoky, 13.6364%, 2.27273%, 84.0909%, 100%, 66.6667%, 33.3333%, 0%, 33.3333%,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
Opus XV – King Blue Amouage for women and men,for women and men, - woody - oud - amber - fruity - leather - fresh spicy - citrus - warm spicy - animalic - soft spicy, 36.5559%, 5.28701%, 58.1571%, 100%, 41.7808%, 21.2329%, 19.1781%, 43.8356%,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
Search Amouage for women and men,for women and men, - citrus - aromatic - woody - fresh spicy - amber - conifer - balsamic, 34.6096%, 6.68168%, 58.7087%, 100%, 72.4299%, 36.4486%, 25.7009%, 23.8318%,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Mediterranean Cypress Angel Schlesser for women and men,for women and men, - aromatic - woody - fresh spicy - citrus - warm spicy - green - lavender, 29.6875%, 3.90625%, 66.4063%, 63.1579%, 100%, 26.3158%, 10.5263%, 0%,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
Live Out Loud Avon for women,for women, - sweet - fruity - yellow floral - powdery - vanilla - floral, 34.6939%, 20.4082%, 44.898%, 64.2857%, 100%, 42.8571%, 7.14286%, 0%,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
Peony Rose Avon for women,for women, - fresh - floral - fruity - soft spicy - rose - aquatic - sour - sweet - musky, 33.7209%, 6.97674%, 59.3023%, 40%, 100%, 40%, 40%, 0%,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
Yes I Am Delicious Cacharel for women,for women, - warm spicy - cacao - sweet - chocolate - woody - nutty - citrus - white floral, 41.2009%, 8.1571%, 50.642%, 72.3982%, 100%, 49.7738%, 34.3891%, 9.95475%,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
L'Homme Emanuel Ungaro for men,for men, - iris - woody - powdery - aromatic - fresh spicy - lavender - earthy - violet - herbal - fruity, 47.5294%, 11.7647%, 40.7059%, 80%, 100%, 14.2857%, 15.7143%, 4.28571%,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
La Nuit Trésor Fleur de Nuit Lancôme for women,for women, - white floral - rose - sweet - floral - tuberose - vanilla - patchouli - lactonic - woody - warm spicy, 36.4621%, 6.35379%, 57.1841%, 100%, 93.6%, 34.4%, 23.2%, 3.2%,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
Siesta Key Michael Malul London for women,for women, - floral - fruity - tropical - citrus - white floral - fresh, 36.4486%, 1.86916%, 61.6822%, 100%, 72.7273%, 9.09091%, 9.09091%, 0%,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
Gold I WIDIAN for women and men,for women and men, - oud - musky - powdery - white floral - fresh spicy - amber - fruity - vanilla - animalic - fresh, 36.214%, 11.9342%, 51.8519%, 100%, 46.1538%, 7.69231%, 36.5385%, 3.84615%,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
Gold II WIDIAN for women and men,for women and men, - aromatic - citrus - amber - vanilla - rose - powdery - warm spicy - balsamic - white floral - sweet, 28.9544%, 12.6005%, 58.445%, 100%, 38.6667%, 13.3333%, 16%, 1.33333%,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
I WIDIAN for women and men,for women and men, - woody - warm spicy - aromatic - cinnamon - powdery - amber - smoky - musky - balsamic, 33.4923%, 13.5876%, 52.9201%, 100%, 74.1936%, 16.129%, 18.7097%, 2.58065%,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
II WIDIAN for women and men,for women and men, - vanilla - powdery - fruity - woody - sweet - musky - rose - mossy - citrus - balsamic, 35.9517%, 15.1057%, 48.9426%, 100%, 70.9402%, 12.3932%, 21.3675%, 2.13675%,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
III WIDIAN for women and men,for women and men, - woody - green - aromatic - fresh spicy - citrus - powdery - earthy - patchouli - warm spicy - vanilla, 37.6405%, 21.3483%, 41.0112%, 60%, 100%, 12.5%, 41.25%, 2.5%,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
IV WIDIAN for women and men,for women and men, - fruity - vanilla - powdery - white floral - woody - sweet - animalic - musky - citrus - leather, 34.4147%, 18.6178%, 46.9676%, 100%, 88.7931%, 13.7931%, 30.1724%, 1.72414%,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
V WIDIAN for women and men,for women and men, - white floral - tuberose - caramel - cinnamon - sweet - warm spicy - vanilla - woody - citrus - fruity, 32.4633%, 14.3556%, 53.1811%, 98.8095%, 100%, 23.8095%, 38.0952%, 2.38095%,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
VII WIDIAN for women and men,for women and men, - woody - musky - amber - oud - powdery, 9.62963%, 5.18519%, 85.1852%, 100%, 6.66667%, 0%, 13.3333%, 6.66667%,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Nº60 AlBidaa for women and men,for women and men, - amber - iris - rose - powdery - violet - earthy - floral, 42.8571%, 0%, 57.1429%, 100%, 0%, 0%, 0%, 33.3333%,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
Rose Lumiere Armand Basi for women,for women, - aquatic - fresh - floral - rose - fruity - musky - citrus - sweet - green - woody, 24.6094%, 36.3281%, 39.0625%, 13.1579%, 100%, 1.31579%, 47.3684%, 0%,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
Black Swan (Черный лебедь) Brocard for women,for women, - woody - rose - nutty - patchouli - floral - warm spicy - earthy - almond - powdery - sweet, 64.9013%, 9.53298%, 25.5657%, 69.9153%, 100%, 39.4068%, 30.9322%, 5.9322%,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
Ghost Brocard for women,for women, - fruity - floral - white floral - fresh - citrus - musky - green - cherry - marine - powdery, 73.7288%, 3.38983%, 22.8814%, 69.2308%, 100%, 61.5385%, 15.3846%, 15.3846%,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
Lux Brocard for women and men,for women and men, - green - citrus - fruity - aromatic - rose - fresh spicy - floral - woody, 76.4228%, 2.43902%, 21.1382%, 42.1053%, 100%, 52.6316%, 10.5263%, 5.26316%,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
Eternity for Men Reflections Calvin Klein for men,for men, - chocolate - aromatic - woody - warm spicy - mossy - earthy - bitter - sweet - cacao - powdery, 37.5%, 5.35714%, 57.1429%, 63.1579%, 100%, 63.1579%, 36.8421%, 36.8421%,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
212 VIP Rosé Extra Carolina Herrera for women,for women, - vanilla - fruity - almond - sweet - nutty - tropical - citrus - powdery - fresh - floral, 41.9162%, 12.7459%, 45.3379%, 100%, 51.0791%, 10.0719%, 16.5468%, 0%,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
1881 Silver Cerruti for men,for men, - aromatic - fresh spicy - warm spicy - herbal - citrus - fresh - woody - mossy - sweet - amber, 27.3438%, 10.1563%, 62.5%, 83.3333%, 100%, 22.2222%, 27.7778%, 0%,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
Eau de Fleurs Neroli Chloé for women,for women, - citrus - aromatic - fresh spicy - fresh - white floral - floral - musky - sweet - amber, 36.8212%, 24.106%, 39.0728%, 66.4474%, 100%, 5.26316%, 40.1316%, 0%,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
Happy Spirit Forever Chopard for women,for women, - white floral - citrus - soft spicy - amber - aromatic - woody - fresh spicy - patchouli - sweet - animalic, 24.4792%, 11.4583%, 64.0625%, 57.1429%, 100%, 14.2857%, 28.5714%, 0%,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
Beyond Rose Clinique for women,for women, - amber - rose - floral - fresh spicy - warm spicy, 38.1797%, 11.5839%, 50.2364%, 100%, 63.6986%, 4.10959%, 21.2329%, 1.36986%,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
Copper Comme des Garcons for women and men,for women and men, - green - amber - metallic - tobacco - sweet - aromatic - vanilla - balsamic - mineral - soft spicy, 41.5607%, 11.3873%, 47.052%, 83.6364%, 100%, 25.0909%, 60.3636%, 14.1818%,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
Instinct Gold Edition David Beckham for men,for men, - aromatic - woody - fresh spicy - citrus - warm spicy - green - earthy - patchouli, 42.4242%, 9.09091%, 48.4848%, 36.3636%, 100%, 9.09091%, 36.3636%, 9.09091%,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
Davidoff Agar Blend Davidoff for women and men,for women and men, - warm spicy - amber - oud - cinnamon - woody - fresh spicy, 31.3225%, 12.065%, 56.6125%, 100%, 97.9167%, 14.5833%, 20.8333%, 0%,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
Run Wild for Her Davidoff for women,for women, - white floral - woody, 45.0205%, 12.5512%, 42.4284%, 39.3701%, 100%, 25.1969%, 22.8346%, 0%,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
Only The Brave by Bunka Diesel for men,for men, - amber - citrus - woody - leather - powdery - violet - aromatic - animalic, 18.5185%, 12.963%, 68.5185%, 50%, 50%, 16.6667%, 100%, 0%,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
Only The Brave Extreme Diesel for men,for men, - amber - fruity - citrus - rose - leather - aromatic - fresh - vanilla - green - sweet, 38.6707%, 19.9396%, 41.3897%, 100%, 93.617%, 29.7872%, 53.1915%, 2.12766%,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Only The Brave Music Animation Diesel for men,for men, - amber - leather - citrus - woody - powdery - violet - animalic, 23.0769%, 23.0769%, 53.8462%, 37.5%, 100%, 0%, 18.75%, 0%,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
Fruit d'Amour Turquoise Emanuel Ungaro for women,for women, - marine - white floral - aromatic - citrus - sweet - coconut - woody - salty - aquatic - powdery, 33.3333%, 15.9204%, 50.7463%, 21.8182%, 100%, 16.3636%, 34.5455%, 1.81818%,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
Esprit Pure for Women Esprit for women,for women, - aromatic - fresh spicy - powdery - citrus - white floral - woody - green - musky - rose - vanilla, 25.9259%, 44.4444%, 29.6296%, 33.3333%, 66.6667%, 0%, 100%, 0%,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
Groovy Life by Esprit Summer Edition Man Esprit for men,for men, - aromatic - citrus - fresh spicy - lavender - woody - fruity - warm spicy - fresh - soft spicy - green, 30.7692%, 46.1538%, 23.0769%, 20%, 100%, 0%, 40%, 0%,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
Intuition for Men Estée Lauder for men,for men, - amber - aromatic - balsamic - fruity - warm spicy - herbal - fresh spicy - ozonic - sweet - aquatic, 41.483%, 30.3607%, 28.1563%, 83.7564%, 100%, 5.58376%, 21.3198%, 0%,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
Volpe Master Eudora for men,for men, - woody - aromatic - fresh spicy - amber - warm spicy - powdery - vanilla - musky - balsamic - patchouli, 52.1739%, 13.0435%, 34.7826%, 50%, 100%, 100%, 37.5%, 0%,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
Neeeum White Eau de Toilette F1 Parfums for women and men,for women and men, - aromatic - fresh spicy - iris - woody - leather - lactonic - powdery - earthy - violet - animalic, 54.6875%, 14.0625%, 31.25%, 41.6667%, 100%, 75%, 25%, 0%,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
Beau Monde Faberlic for women,for women, - woody - amber - sweet - white floral - warm spicy - fruity - powdery - soft spicy - musky - lactonic, 58.4795%, 28.0702%, 13.4503%, 19.6078%, 100%, 15.6863%, 27.451%, 4.90196%,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
Bouquet De Jardin Faberlic for women,for women, - fruity - floral - green - aromatic - soft spicy - woody - rose - sweet, 51.049%, 22.7273%, 26.2238%, 41.0714%, 100%, 16.0714%, 37.5%, 1.78571%,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
El Hazna Faberlic for women,for women, - warm spicy - oud - coffee - musky - amber - animalic - white floral - rose - aromatic - powdery, 57.5949%, 15.1899%, 27.2152%, 48.5714%, 100%, 37.1429%, 42.8571%, 0%,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
Pacific Faberlic for men,for men, - woody - marine - amber - aromatic - green - musky - powdery - fresh - citrus - floral, 44.4444%, 19.4444%, 36.1111%, 42.8571%, 100%, 28.5714%, 14.2857%, 14.2857%,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
Renata Faberlic for women,for women, - fruity - rose - sweet - woody - floral - fresh - patchouli - vanilla - musky, 60.2985%, 23.5821%, 16.1194%, 32.0513%, 100%, 18.8034%, 20.9402%, 2.13675%,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
Renata Secret Faberlic for women,for women, - floral - green - fresh - woody - citrus - fresh spicy - sweet - fruity - aromatic - aquatic, 60.8479%, 20.4489%, 18.7032%, 39.4737%, 100%, 26.9737%, 19.0789%, 5.92105%,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
Between Two Trees Floraïku for women and men,for women and men, - aromatic - citrus - woody - fresh spicy - earthy - green, 36.2343%, 10.6276%, 53.1381%, 100%, 98.4772%, 31.9797%, 22.8426%, 6.09137%,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Cricket Song Floraïku for women and men,for women and men, - floral - citrus - aromatic - woody, 38.8788%, 18.264%, 42.8571%, 43.9189%, 100%, 44.5946%, 45.9459%, 6.75676%,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
First Dream of the Year Floraïku for women and men,for women and men, - citrus - white floral - iris - sweet - powdery, 32.1145%, 16.2162%, 51.6693%, 47.1831%, 100%, 40.8451%, 33.0986%, 4.92958%,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
I Am Not a Flower Floraïku for women and men,for women and men, - oud - amber - warm spicy - woody - powdery, 23.1156%, 4.0201%, 72.8643%, 100%, 34.7826%, 4.34783%, 17.3913%, 8.69565%,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
I See the Clouds Go By Floraïku for women and men,for women and men, - fruity - aromatic - fresh - floral - green - soft spicy - musky - woody - earthy - powdery, 34.2406%, 12.9939%, 52.7656%, 79.5699%, 100%, 38.172%, 26.8817%, 2.15054%,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
Ivyme Hermetica for women and men,for women and men, - green - fruity - fresh - rose - woody - aromatic - floral - ozonic - citrus - white floral, 38.4164%, 11.1437%, 50.4399%, 78.9474%, 100%, 34.2105%, 28.9474%, 2.63158%,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
Sexycrush J.U.S Parfums for women and men,for women and men, - woody - amber - vanilla - musky - patchouli - citrus - oud - balsamic - warm spicy - sweet, 30.5556%, 11.8056%, 57.6389%, 55.5556%, 100%, 25.9259%, 48.1481%, 22.2222%,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
Jack Jack Perfume for women and men,for women and men, - citrus - fresh spicy - aromatic - cannabis - warm spicy - green - woody - sweet - earthy - musky, 29.1925%, 7.45342%, 63.354%, 100%, 81.4815%, 7.40741%, 18.5185%, 3.7037%,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
Jack - Richmond Jack Perfume for men,for men, - woody - amber - aromatic - mossy - earthy - musky - warm spicy - fresh spicy - balsamic, 10.5263%, 21.0526%, 68.4211%, 0%, 100%, 50%, 50%, 50%,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Illicit Flower Jimmy Choo for women,for women, - citrus - white floral - floral - fruity - rose - woody - musky - powdery - sweet - fresh, 50.7317%, 18.9547%, 30.3136%, 35.2313%, 100%, 16.726%, 29.5374%, 2.84698%,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
Parlez-Moi d'Amour Encore John Galliano for women,for women, - fruity - woody - sweet - iris - powdery - aromatic - earthy - patchouli - warm spicy - rose, 42.6452%, 29.9135%, 27.4413%, 27.9412%, 100%, 9.31373%, 52.451%, 0.980392%,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
Parlez-Moi d’Amour John Galliano for women,for women, - fruity - rose - sweet - citrus - warm spicy - woody - fresh - floral - musky - white floral, 40.6023%, 32.7622%, 26.6355%, 53.6779%, 100%, 5.96422%, 49.9006%, 0.994036%,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
Parlez-Moi d’Amour Charming Edition John Galliano for women,for women, - fruity - woody - aromatic - white floral - citrus - warm spicy - fresh spicy - rose - lavender - patchouli, 20.3008%, 10.5263%, 69.1729%, 63.1579%, 100%, 0%, 36.8421%, 0%,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
Joop! Homme Wild Joop! for men,for men, - woody - rum - white floral - soft spicy - sweet - musky - warm spicy, 47.3879%, 20.4584%, 32.1537%, 75.8684%, 100%, 8.77514%, 21.9378%, 1.64534%,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
Wolfgang Joop Freigeist Joop! for men,for men, - woody - aromatic - white floral - leather - herbal, 14.0845%, 9.85916%, 76.0563%, 100%, 68.75%, 6.25%, 25%, 0%,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
Palm Trees Please Juicy Couture for women,for women, - green - white floral - powdery - musky - fruity - woody - amber - sweet - fresh - yellow floral, 47.6534%, 8.66426%, 43.6823%, 36.3636%, 100%, 63.6364%, 18.1818%, 9.09091%,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
Bois de Cedre Karl Lagerfeld for men,for men, - aromatic - ozonic - citrus - woody - salty - aquatic - amber - fresh spicy - musky - animalic, 56.5657%, 15.1515%, 28.2828%, 61.8182%, 100%, 31.8182%, 37.2727%, 8.18182%,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
Fleur de Thé Karl Lagerfeld for women,for women, - citrus - fresh - white floral - floral - fresh spicy, 56.7294%, 10.8538%, 32.4168%, 53.3835%, 100%, 25.5639%, 9.77444%, 0.75188%,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
Karl New York Mercer Street Karl Lagerfeld for men,for men, - aromatic - fresh spicy - green - woody - citrus - white floral - fruity - sweet - herbal - musky, 59.0054%, 13.8441%, 27.1505%, 87.069%, 100%, 41.3793%, 12.069%, 3.44828%,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
Karl Vienna Opera Karl Lagerfeld for women and men,for women and men, - fresh spicy - aromatic - citrus - woody - herbal - lavender - green - fruity - warm spicy - fresh, 48.6726%, 12.3894%, 38.9381%, 31.0345%, 100%, 24.1379%, 17.2414%, 3.44828%,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
Couleur Vanille L'Artisan Parfumeur for women and men,for women and men, - vanilla - powdery - salty - sweet - amber - warm spicy - floral - balsamic - musky - marine, 24.5877%, 6.07196%, 69.3403%, 100%, 90.0662%, 27.8146%, 25.8278%, 5.29801%,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Tresor Sparkling Lancôme for women,for women, - powdery - rose - fruity - sweet - musky - woody - citrus - floral - violet - aquatic, 28.0654%, 23.7057%, 48.2289%, 52.3077%, 100%, 3.07692%, 40%, 1.53846%,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
Sahara Laverne for women and men,for women and men, - woody - aromatic - amber - earthy - white floral - fresh spicy - powdery - fruity - rose - warm spicy, 45.4545%, 0%, 54.5455%, 33.3333%, 33.3333%, 33.3333%, 0%, 100%,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
Liu Jo Glam Liu Jo for women,for women, - citrus - fruity - fresh - floral - soft spicy - musky - sweet - sour - fresh spicy - powdery, 48.3221%, 21.4765%, 30.2013%, 25%, 100%, 40.625%, 31.25%, 0%,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
Botanical Essence No. 100 Liz Earle for women,for women, - white floral - woody - citrus - aromatic - floral - rose - fresh spicy - warm spicy - sweet, 47.8873%, 21.1268%, 30.9859%, 82.3529%, 100%, 0%, 58.8235%, 0%,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
Botanical Essence No.15 Liz Earle for women,for women, - woody - warm spicy - vanilla - amber - aromatic - balsamic - rose - earthy - powdery - patchouli, 43.257%, 13.486%, 43.257%, 100%, 47.2973%, 1.35135%, 18.9189%, 2.7027%,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
Jazz Club Maison Martin Margiela for men,for men, - tobacco - sweet - rum - vanilla - woody - aromatic - soft spicy - amber - powdery - warm spicy, 50.9474%, 9.20767%, 39.8449%, 100%, 62.6365%, 18.2559%, 14.8306%, 4.1659%,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
Cuir Tassili Maison Rebatchi for women and men,for women and men, - aromatic - leather - ozonic - woody - green - herbal - patchouli - fresh spicy - smoky - animalic, 41.8667%, 10.6667%, 47.4667%, 70.9677%, 100%, 24.1935%, 24.1935%, 4.83871%,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
Argentina Memo Paris for women and men,for women and men, - rose - floral - musky - oud - white floral - soft spicy, 37.8467%, 11.7455%, 50.4078%, 94.1176%, 100%, 47.0588%, 22.9947%, 4.27807%,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
Eau de Memo Memo Paris for women and men,for women and men, - citrus - leather - green - animalic - fresh spicy - fresh - aromatic - powdery - white floral, 47.3008%, 14.0424%, 38.6568%, 98.6364%, 100%, 29.0909%, 20.6818%, 3.86364%,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
French Leather Memo Paris for women and men,for women and men, - rose - musky - aromatic - woody - citrus - leather - powdery - soft spicy - fresh spicy - floral, 51.4669%, 16.6063%, 31.9268%, 89.5227%, 100%, 26.5425%, 33.1781%, 3.37602%,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
Granada Memo Paris for women,for women, - white floral - vanilla - sweet - powdery - citrus - floral - fruity, 33.0142%, 15.4871%, 51.4988%, 72.449%, 100%, 24.7449%, 29.0816%, 1.53061%,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
Honey Dragon Memo Paris for women and men,for women and men, - fresh spicy - amber - warm spicy - vanilla - citrus - aromatic - cinnamon - balsamic - sweet - powdery, 8.49057%, 2.35849%, 89.1509%, 100%, 20%, 20%, 10%, 10%,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
Ilha do Mel Memo Paris for women and men,for women and men, - white floral - floral - honey - sweet - citrus - fresh spicy - green - yellow floral - powdery - iris, 38.4062%, 14.036%, 47.5578%, 76.0563%, 100%, 21.9718%, 23.662%, 5.35211%,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
Inlé Memo Paris for women,for women, - floral - aromatic - fruity - fresh spicy - white floral - green - citrus - powdery - fresh - iris, 41.5197%, 17.9444%, 40.536%, 64.4628%, 100%, 23.9669%, 27.6033%, 2.31405%,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
Inle Iris Memo Paris for women,for women, - aromatic - iris - floral - fresh spicy - powdery - citrus - fruity - violet - musky - green, 23.0415%, 8.98618%, 67.9724%, 75.9259%, 100%, 20.3704%, 22.2222%, 1.85185%,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
Irish Leather Memo Paris for women and men,for women and men, - aromatic - fresh spicy - leather - woody - animalic - amber, 48.2838%, 14.7735%, 36.9427%, 100%, 94.0435%, 24.9714%, 29.2096%, 3.55097%,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
Italian Leather Memo Paris for women and men,for women and men, - aromatic - amber - leather - green - vanilla - powdery - balsamic - fresh spicy - animalic - sweet, 46.0909%, 14.7091%, 39.2%, 100%, 89.133%, 16.3006%, 26.5896%, 4.04624%,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
Jamal's Palace Memo Paris for women and men,for women and men, - warm spicy - leather - animalic - oud - amber - white floral, 9.23077%, 2.5641%, 88.2051%, 100%, 40%, 0%, 0%, 0%,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
Jannat Memo Paris for women and men,for women and men, - citrus - aromatic - floral - fresh spicy - green - white floral, 36.4964%, 17.8832%, 45.6204%, 51.6484%, 100%, 17.5824%, 37.9121%, 1.64835%,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
Jannat Baby Eau Fraiche Memo Paris for women and men,for women and men, - citrus - aromatic - floral - fresh spicy - white floral - soft spicy - green, 20.2128%, 19.1489%, 60.6383%, 54.5455%, 100%, 0%, 27.2727%, 0%,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
Kedu Memo Paris for women and men,for women and men, - citrus - aromatic - floral - fresh spicy - musky - fresh - mossy, 44.7396%, 17.322%, 37.9384%, 81.7337%, 100%, 30.6502%, 28.1734%, 1.85759%,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
Lalibela Memo Paris for women,for women, - floral - vanilla - sweet - woody - rose - amber - coconut - balsamic - patchouli - powdery, 41.2128%, 15.6956%, 43.0916%, 100%, 96.0236%, 25.3314%, 30.6333%, 4.12371%,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Luxor Oud Memo Paris for women and men,for women and men, - fruity - oud - sweet - floral - amber - patchouli - woody - citrus - balsamic - warm spicy, 38.0247%, 20.6584%, 41.3169%, 75.5981%, 100%, 10.0478%, 35.8852%, 0%,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
Marfa Memo Paris for women and men,for women and men, - white floral - tuberose - woody - sweet - vanilla - yellow floral - powdery - citrus - animalic - green, 49.7217%, 13.3581%, 36.9202%, 100%, 92.2383%, 35.0181%, 30.4152%, 5.1444%,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Marfa Oud Memo Paris for women and men,for women and men, - woody - white floral - citrus - oud - vanilla - powdery - sweet - yellow floral - tuberose - fresh, 12.1495%, 5.60748%, 82.243%, 100%, 41.6667%, 8.33333%, 8.33333%, 25%,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Marfa Spices Memo Paris for women and men,for women and men, - woody - white floral - warm spicy - tuberose - powdery - aromatic - musky - animalic - green - citrus, 28.1596%, 8.64745%, 63.1929%, 100%, 62.5%, 30%, 22.5%, 7.5%,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
Moon Leather Memo Paris for women and men,for women and men, - citrus - aromatic - leather, 24.4019%, 9.09091%, 66.5072%, 78.5714%, 100%, 21.4286%, 35.7143%, 3.57143%,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Moon Safari Memo Paris for women and men,for women and men, - citrus - aromatic - leather - woody, 18.6047%, 11.1628%, 70.2326%, 45%, 100%, 0%, 7.5%, 0%,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
